total_test_sites,sites_altered_count,sites_altered_fraction,mean_frobenius_change_V_A2,median_frobenius_change_V_A2,p95_frobenius_change_V_A2,max_frobenius_change_V_A2,notes
14225,10650,0.7486818980667839,0.0011397326829173363,4.777433263514245e-06,0.000855313893624465,2.602241195128893,Real B6 point-group projection computed strictly from input structure symmetry without target inspection
