gpu_model,cuda_version,pytorch_version,numerical_precision,batch_size,timed_batches,timed_crystals,timed_sites,crystals_per_sec,sites_per_sec,model_batch_latency_median_ms,model_batch_latency_p95_ms,single_crystal_graph_build_ms_median,peak_gpu_memory_mb
NVIDIA GeForce RTX 5070 Laptop GPU,12.8,2.11.0+cu128,float32,32,71,2272,14187,858.3924161330668,5360.0410245069625,35.97700000000259,52.45615000012549,1.362550000067131,447.39404296875
