model_id,description,test_mae_V_A2,test_rmse_V_A2,test_median_ae_V_A2,test_mae_10_21_V_m2,test_rmse_10_21_V_m2,test_median_ae_10_21_V_m2,r2_score,nmae_mad,high_efg_f1,claim_status
A0_median,Median Dummy Baseline,43.56525801011804,54.09356613411839,37.7325,4.356525801011805,5.4093566134118385,3.77325,-0.04049536155280653,1.1652982576164033,0.6880530973451328,Protocol A is a split-compatible reimplementation using official JARVIS validation and test IDs; not an exact model reproduction.
A1_magpie_rf,Magpie Compositional Random Forest,29.018320608122973,39.245664659560255,21.132486863878725,2.901832060812298,3.9245664659560253,2.1132486863878723,0.4523131683984254,0.7761918553482761,0.7892049598832969,Protocol A is a split-compatible reimplementation using official JARVIS validation and test IDs; not an exact model reproduction.
A2_magpie_xgb,Magpie Compositional XGBoost (Matminer proxy),29.971632533410624,39.47632448496541,22.792642500000003,2.9971632533410624,3.947632448496541,2.27926425,0.4458563742605134,0.8016913651926716,0.7803468208092487,Protocol A is a split-compatible reimplementation using official JARVIS validation and test IDs; not an exact model reproduction.
A3_composition_global_lattice_gbdt,Composition + global lattice-feature GBDT,27.551115671267965,36.72105364697795,21.2208455461091,2.755111567126796,3.6721053646977944,2.12208455461091,0.5205104022738698,0.736946561401291,0.7894361170592434,Protocol A is a split-compatible reimplementation using official JARVIS validation and test IDs; not an exact model reproduction.
A4_cgcnn,Crystal Graph Convolutional Neural Network,27.815425406671398,40.10851681286942,18.18675,2.7815425406671404,4.010851681286942,1.8186750000000003,0.42796562630625545,0.7440164076091371,0.800632911392405,Protocol A is a split-compatible reimplementation using official JARVIS validation and test IDs; not an exact model reproduction.
A5_alignn_eq,Line Graph Atomistic Neural Network,28.91878554663044,41.74997692722206,18.508858499999995,2.8918785546630437,4.174997692722206,1.8508858499999998,0.380185971794742,0.773529457854795,0.7823293172690762,Protocol A is a split-compatible reimplementation using official JARVIS validation and test IDs; not an exact model reproduction.
